PLAYER,CURRENTTEAM,AGE,DATE OF BIRTH,POS,HANDED,DRAFTED,EXTENSION,SIGNING DATE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,S.BONUS,PlayerId,TYPE,TEAM,TEAMS
Cole Reinhardt,OTT,21.0,2000-02-01,LW,Left,181 - Round 6 - 2020 (OTT),False,2021-04-16,21.0,,3.0,RFA,2024.0,813333.0,1.0,813333.0,805000.0,750000.0,55000.0,8481133.0,Entry-Level,OTT,OTT
Reese Johnson,CHI,22.0,1998-07-10,"RW, C",Right,-,False,2019-03-06,20.0,,3.0,RFA,2022.0,880833.0,1.1,925000.0,925000.0,832500.0,92500.0,8481147.0,Entry-Level,CHI,CHI
Samuel Asselin,BOS,23.0,1998-07-01,C,Left,-,False,2021-07-28,22.0,,2.0,RFA,2023.0,800000.0,1.0,810000.0,800000.0,750000.0,50000.0,8481157.0,Entry-Level,BOS,BOS
Jacob Christiansen,CBJ,21.0,1999-09-12,LD/RD,Left,-,False,2020-03-04,20.0,,3.0,RFA,2023.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8481161.0,Entry-Level,CBJ,CBJ
Brayden Pachal,VGK,21.0,1999-08-23,RD,Right,-,False,2019-09-20,19.0,,3.0,RFA,2022.0,765000.0,0.9,765000.0,800000.0,750000.0,50000.0,8481167.0,Entry-Level,VGK,VGK
Yegor Zamula,PHI,21.0,2000-03-30,LD,Left,-,False,2018-09-20,18.0,,3.0,RFA,2023.0,756667.0,1.0,786667.0,750000.0,750000.0,0.0,8481178.0,Entry-Level,PHI,PHI
Logan O'Connor,COL,24.0,1996-08-14,"RW, LW",Right,-,True,2020-09-18,23.0,,2.0,RFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8481186.0,Standard,COL,COL
Carson Focht,VAN,21.0,2000-02-04,C,Left,133 - Round 5 - 2019 (VAN),False,2021-01-06,20.0,,3.0,RFA,2023.0,821667.0,1.0,883333.0,842500.0,750000.0,92500.0,8481192.0,Entry-Level,VAN,VAN
John Ludvig,FLA,20.0,2000-08-02,LD,Left,69 - Round 3 - 2019 (FLA),False,2020-03-30,19.0,,3.0,RFA,2023.0,853333.0,1.0,925000.0,842500.0,750000.0,92500.0,8481206.0,Entry-Level,FLA,FLA
Jérémy Groleau,NJD,21.0,1999-10-25,LD,Left,-,False,2018-09-24,18.0,,3.0,RFA,2023.0,746667.0,0.9,746667.0,750000.0,750000.0,0.0,8481208.0,Entry-Level,NJD,NJD
Jonathan Aspirot,OTT,22.0,1999-05-16,LD,Left,-,False,2020-04-13,21.0,,3.0,RFA,2023.0,768333.0,0.9,768333.0,785000.0,750000.0,35000.0,8481219.0,Entry-Level,OTT,OTT
Jimmy Huntington,NSH,22.0,1998-11-18,C,Left,-,False,2019-03-01,20.0,,3.0,RFA,2022.0,809166.0,1.0,925000.0,842500.0,750000.0,92500.0,8481228.0,Entry-Level,NSJ,"NSJ,TBL"
Samuel Fagemo,LAK,21.0,2000-03-14,"LW, RW",Right,50 - Round 2 - 2019 (LAK),False,2019-07-11,19.0,,3.0,RFA,2023.0,795000.0,1.0,910833.0,842500.0,750000.0,92500.0,8481239.0,Entry-Level,LAK,LAK
Cooper Zech,CHI,22.0,1998-12-18,LD,Left,-,False,2021-07-28,22.0,,2.0,RFA,2023.0,837500.0,1.0,875000.0,837500.0,750000.0,87500.0,8481428.0,Entry-Level,PHI,PHI
Joseph Duszak,-,23.0,1997-07-22,RD,Right,-,False,2021-08-04,23.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481432.0,Standard,TOR,TOR
Taro Hirose,DET,25.0,1996-06-30,LW,Left,-,True,2021-07-27,25.0,,1.0,UFAGroup 6,2022.0,850000.0,1.0,850000.0,850000.0,850000.0,0.0,8481433.0,Standard,DET,DET
Jacob Elmer,-,22.0,1998-12-31,RW,Right,-,False,2019-03-15,20.0,,3.0,UFANo QO,2022.0,809167.0,1.0,925000.0,842500.0,750000.0,92500.0,8481438.0,Entry-Level,NYR,NYR
Joe Snively,WSH,25.0,1996-01-01,LW,Left,-,True,2021-06-03,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481441.0,Standard,WSH,WSH
Brady Keeper,VAN,25.0,1996-06-05,RD,Right,-,False,2021-07-28,25.0,,2.0,UFA,2023.0,762500.0,0.9,762500.0,750000.0,750000.0,0.0,8481442.0,Standard,VAN,VAN
Corey Schueneman,MTL,25.0,1995-09-02,LD/RD,Left,-,False,2021-04-02,25.0,,1.0,RFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481461.0,Standard,MTL,MTL
Nico Sturm,SJS,26.0,1995-05-03,C,Left,-,True,2020-10-05,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8481477.0,Standard,MIN,"COL,MIN"
Brogan Rafferty,SEA,26.0,1995-05-28,RD,Right,-,False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481479.0,Standard,ANA,ANA
Blake Lizotte,LAK,23.0,1997-12-13,C,Left,-,True,2021-06-25,23.0,,1.0,RFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8481481.0,Standard,LAK,LAK
Jimmy Schuldt,-,26.0,1995-05-11,LD,Left,-,False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481486.0,Standard,BUF,BUF
Jon Lizotte,-,26.0,1994-11-10,D,Left,-,False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481489.0,Standard,MIN,MIN
Bobby Nardella,WSH,25.0,1996-04-22,LD,Left,-,True,2021-06-16,25.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8481495.0,Standard,WSH,WSH
Joel Kellman,-,27.0,1994-05-25,C,Left,-,True,2020-08-28,26.0,,2.0,UFA,2022.0,750000.0,0.9,750000.0,800000.0,800000.0,0.0,8481516.0,Standard,SJS,SJS
Brett Leason,ANA,22.0,1999-04-30,RW,Right,56 - Round 2 - 2019 (WSH),False,2019-07-11,20.0,,3.0,RFA,2022.0,842500.0,1.0,925000.0,892500.0,800000.0,92500.0,8481517.0,Entry-Level,WSH,WSH
Nolan Foote,NJD,20.0,2000-11-29,LW,Left,27 - Round 1 - 2019 (TBL),False,2019-06-25,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481518.0,Entry-Level,NJD,NJD
Spencer Knight,FLA,20.0,2001-04-19,G,Left,13 - Round 1 - 2019 (FLA),False,2021-03-31,19.0,,3.0,RFA,2023.0,925000.0,1.1,2491667.0,925000.0,832500.0,92500.0,8481519.0,Entry-Level,FLA,FLA
Isaiah Saville,VGK,20.0,2000-09-21,G,Right,135 - Round 5 - 2019 (VGK),False,2022-03-19,20.0,,3.0,RFA,2024.0,849667.0,1.0,849667.0,833000.0,750000.0,83000.0,8481520.0,Entry-Level,VGK,VGK
Ronnie Attard,PHI,22.0,1999-03-20,RD,Right,72 - Round 3 - 2019 (PHI),False,2022-03-29,22.0,,2.0,RFA,2023.0,883750.0,1.1,1350000.0,842500.0,750000.0,92500.0,8481521.0,Entry-Level,PHI,PHI
Peyton Krebs,BUF,20.0,2001-01-26,"C, LW",Left,17 - Round 1 - 2019 (VGK),False,2019-11-16,18.0,,3.0,RFA,2024.0,863333.0,1.1,1275833.0,925000.0,832500.0,92500.0,8481522.0,Entry-Level,BUF,"VGK,BUF"
Kirby Dach,MTL,20.0,2001-01-21,"C, RW",Right,3 - Round 1 - 2019 (CHI),False,2019-07-08,18.0,,3.0,RFA,2022.0,925000.0,1.1,3425000.0,925000.0,832500.0,92500.0,8481523.0,Entry-Level,CHI,CHI
Bowen Byram,COL,20.0,2001-06-13,LD,Left,4 - Round 1 - 2019 (COL),False,2019-07-19,18.0,,3.0,RFA,2023.0,894167.0,1.1,3394167.0,925000.0,832500.0,92500.0,8481524.0,Entry-Level,COL,COL
Matthew Robertson,NYR,20.0,2001-03-09,LD,Left,49 - Round 2 - 2019 (NYR),False,2019-10-08,18.0,,3.0,RFA,2024.0,797500.0,1.0,896667.0,842500.0,750000.0,92500.0,8481525.0,Entry-Level,NYR,NYR
Kaedan Korczak,VGK,20.0,2001-01-29,RD,Right,41 - Round 2 - 2019 (VGK),False,2019-12-21,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481527.0,Entry-Level,VGK,VGK
Dylan Cozens,BUF,20.0,2001-02-09,"C, LW",Right,7 - Round 1 - 2019 (BUF),False,2019-07-15,18.0,,3.0,RFA,2023.0,894167.0,1.1,1744167.0,925000.0,832500.0,92500.0,8481528.0,Entry-Level,BUF,BUF
Trent Miner,COL,20.0,2001-02-05,G,Left,202 - Round 7 - 2019 (COL),False,2021-05-27,20.0,,3.0,RFA,2024.0,828333.0,1.0,828333.0,820000.0,750000.0,70000.0,8481529.0,Entry-Level,COL,COL
Brayden Tracey,ANA,20.0,2001-05-28,LW,Left,29 - Round 1 - 2019 (ANA),False,2019-11-27,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481530.0,Entry-Level,ANA,ANA
Alex Turcotte,LAK,20.0,2001-02-26,C,Left,5 - Round 1 - 2019 (LAK),False,2020-03-11,19.0,,3.0,RFA,2024.0,894167.0,1.1,2444167.0,925000.0,832500.0,92500.0,8481532.0,Entry-Level,LAK,LAK
Trevor Zegras,ANA,20.0,2001-03-20,C,Left,9 - Round 1 - 2019 (ANA),False,2020-03-27,19.0,,3.0,RFA,2023.0,925000.0,1.1,1775000.0,925000.0,832500.0,92500.0,8481533.0,Entry-Level,ANA,ANA
Raphael Lavoie,EDM,20.0,2000-09-25,"RW, C",Right,38 - Round 2 - 2019 (EDM),False,2020-03-21,19.0,,3.0,RFA,2023.0,870000.0,1.1,925000.0,892500.0,800000.0,92500.0,8481534.0,Entry-Level,EDM,EDM
Nils Höglander,VAN,20.0,2000-12-20,"LW, RW",Left,40 - Round 2 - 2019 (VAN),False,2020-04-29,19.0,,3.0,RFA,2023.0,891667.0,1.1,1125000.0,925000.0,832500.0,92500.0,8481535.0,Entry-Level,VAN,VAN
Nikita Okhotiuk,NJD,20.0,2000-12-04,LD,Left,61 - Round 2 - 2019 (NJD),False,2019-12-30,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481537.0,Entry-Level,NJD,NJD
Cole Caufield,MTL,20.0,2001-01-02,"LW, RW",Right,15 - Round 1 - 2019 (MTL),False,2021-03-27,19.0,,3.0,RFA,2023.0,880833.0,1.1,1308333.0,925000.0,832500.0,92500.0,8481540.0,Entry-Level,MTL,MTL
Samuel Bolduc,NYI,20.0,2000-12-09,LD,Left,57 - Round 2 - 2019 (NYI),False,2020-04-30,19.0,,3.0,RFA,2023.0,842500.0,1.0,925000.0,842500.0,750000.0,92500.0,8481541.0,Entry-Level,NYI,NYI
Moritz Seider,DET,20.0,2001-04-06,RD,Right,6 - Round 1 - 2019 (DET),False,2019-07-14,18.0,,3.0,RFA,2024.0,863333.0,1.1,1713333.0,925000.0,832500.0,92500.0,8481542.0,Entry-Level,DET,DET
Nikita Alexandrov,STL,20.0,2000-09-16,C,Left,62 - Round 2 - 2019 (STL),False,2019-08-01,18.0,,3.0,RFA,2024.0,816667.0,1.0,880000.0,842500.0,750000.0,92500.0,8481543.0,Entry-Level,STL,STL
Mads Søgaard,OTT,20.0,2000-12-13,G,Left,37 - Round 2 - 2019 (OTT),False,2021-04-13,20.0,,3.0,RFA,2024.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8481544.0,Entry-Level,OTT,OTT
Hunter Jones,MIN,20.0,2000-09-21,G,Left,59 - Round 2 - 2019 (MIN),False,2020-03-26,19.0,,3.0,RFA,2023.0,825833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481545.0,Entry-Level,MIN,MIN
Cam York,PHI,20.0,2001-01-05,LD,Left,14 - Round 1 - 2019 (PHI),False,2021-04-01,19.0,,3.0,RFA,2023.0,880833.0,1.1,1308333.0,925000.0,925000.0,0.0,8481546.0,Entry-Level,PHI,PHI
Simon Lundmark,WPG,20.0,2000-10-08,RD,Right,51 - Round 2 - 2019 (WPG),False,2021-04-09,20.0,,3.0,RFA,2024.0,850833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481547.0,Entry-Level,WPG,WPG
Karl Henriksson,NYR,20.0,2001-02-05,C,Left,58 - Round 2 - 2019 (NYR),False,2021-04-20,20.0,,3.0,RFA,2024.0,870000.0,1.1,925000.0,842500.0,750000.0,92500.0,8481548.0,Entry-Level,NYR,NYR
Dillon Hamaliuk,SJS,20.0,2000-10-30,LW,Left,55 - Round 2 - 2019 (SJS),False,2019-10-24,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481549.0,Entry-Level,SJS,SJS
Adam Beckman,MIN,20.0,2001-05-10,LW,Left,75 - Round 3 - 2019 (MIN),False,2020-03-23,19.0,,3.0,RFA,2024.0,894167.0,1.1,894167.0,925000.0,832500.0,92500.0,8481550.0,Entry-Level,MIN,MIN
Colten Ellis,STL,20.0,2000-10-05,G,Left,93 - Round 3 - 2019 (STL),False,2021-03-01,20.0,,3.0,RFA,2024.0,850833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481551.0,Entry-Level,STL,STL
Artemi Kniazev,SJS,20.0,2001-01-04,LD,Left,48 - Round 2 - 2019 (SJS),False,2019-07-02,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481552.0,Entry-Level,SJS,SJS
Bobby Brink,PHI,19.0,2001-07-08,RW,Right,34 - Round 2 - 2019 (PHI),False,2022-04-10,19.0,,3.0,RFA,2024.0,925000.0,1.1,1137500.0,925000.0,832500.0,92500.0,8481553.0,Entry-Level,PHI,PHI
Kaapo Kakko,NYR,20.0,2001-02-13,RW,Left,2 - Round 1 - 2019 (NYR),False,2019-07-11,18.0,,3.0,RFA,2022.0,925000.0,1.1,3575000.0,925000.0,832500.0,92500.0,8481554.0,Entry-Level,NYR,NYR
Mattias Norlinder,MTL,21.0,2000-04-12,LD,Left,64 - Round 3 - 2019 (MTL),False,2021-06-03,21.0,,3.0,RFA,2024.0,859167.0,1.1,925000.0,842500.0,750000.0,92500.0,8481555.0,Entry-Level,MTL,MTL
Matthew Boldy,MIN,20.0,2001-04-05,"RW, LW, C",Left,12 - Round 1 - 2019 (MIN),False,2021-04-01,19.0,,3.0,RFA,2023.0,880833.0,1.1,1325000.0,925000.0,832500.0,92500.0,8481557.0,Entry-Level,MIN,MIN
Jack Hughes,NJD,20.0,2001-05-14,C,Left,1 - Round 1 - 2019 (NJD),False,2019-07-12,18.0,,3.0,RFA,2022.0,925000.0,1.1,3775000.0,925000.0,832500.0,92500.0,8481559.0,Entry-Level,NJD,NJD
Arthur Kaliyev,LAK,20.0,2001-06-26,"RW, LW",Left,33 - Round 2 - 2019 (LAK),False,2020-06-03,19.0,,3.0,RFA,2024.0,894167.0,1.1,1035833.0,925000.0,832500.0,92500.0,8481560.0,Entry-Level,LAK,LAK
Alex Vlasic,CHI,20.0,2001-06-05,LD,Left,43 - Round 2 - 2019 (CHI),False,2022-03-15,20.0,,3.0,RFA,2024.0,916667.0,1.1,1491667.0,900000.0,807500.0,92500.0,8481568.0,Entry-Level,CHI,CHI
Ville Heinola,WPG,20.0,2001-03-02,LD,Left,20 - Round 1 - 2019 (WPG),False,2019-07-15,18.0,,3.0,RFA,2024.0,863333.0,1.1,1075833.0,925000.0,832500.0,92500.0,8481572.0,Entry-Level,WPG,WPG
Marcus Kallionkieli,VGK,20.0,2001-03-20,C,Left,139 - Round 5 - 2019 (VGK),False,2019-07-31,18.0,,3.0,RFA,2024.0,784722.0,1.0,784722.0,832500.0,750000.0,82500.0,8481573.0,Entry-Level,VGK,VGK
Lassi Thomson,OTT,20.0,2000-09-24,RD,Right,19 - Round 1 - 2019 (OTT),False,2019-07-15,18.0,,3.0,RFA,2024.0,863333.0,1.1,1288333.0,925000.0,832500.0,92500.0,8481575.0,Entry-Level,OTT,OTT
Ryan Suzuki,CAR,20.0,2001-05-28,C,Left,28 - Round 1 - 2019 (CAR),False,2019-09-18,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481576.0,Entry-Level,CAR,CAR
Philip Tomasino,NSH,19.0,2001-07-28,"RW, C",Right,24 - Round 1 - 2019 (NSH),False,2019-10-21,17.0,,3.0,RFA,2024.0,863333.0,1.1,1005000.0,925000.0,832500.0,92500.0,8481577.0,Entry-Level,NSJ,NSJ
Graeme Clarke,NJD,20.0,2001-04-24,"RW, C",Right,80 - Round 3 - 2019 (NJD),False,2021-03-04,20.0,,3.0,RFA,2024.0,850833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481578.0,Entry-Level,NJD,NJD
Jamieson Rees,CAR,20.0,2001-02-26,C,Left,44 - Round 2 - 2019 (CAR),False,2020-12-30,19.0,,3.0,RFA,2024.0,839167.0,1.0,910833.0,842500.0,750000.0,92500.0,8481579.0,Entry-Level,CAR,CAR
Connor McMichael,WSH,20.0,2001-01-15,"LW, C",Left,25 - Round 1 - 2019 (WSH),False,2019-07-12,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481580.0,Entry-Level,WSH,WSH
Thomas Harley,DAL,19.0,2001-08-19,LD,Left,18 - Round 1 - 2019 (DAL),False,2019-09-23,17.0,,3.0,RFA,2024.0,863333.0,1.1,1288333.0,925000.0,832500.0,92500.0,8481581.0,Entry-Level,DAL,DAL
Nicholas Robertson,TOR,19.0,2001-09-11,LW,Left,53 - Round 2 - 2019 (TOR),False,2019-09-19,17.0,,3.0,RFA,2024.0,796667.0,1.0,796667.0,850000.0,765000.0,85000.0,8481582.0,Entry-Level,TOR,TOR
Michael Vukojevic,NJD,20.0,2001-06-08,LD,Left,82 - Round 3 - 2019 (NJD),False,2021-03-19,20.0,,3.0,RFA,2024.0,850833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481583.0,Entry-Level,NJD,NJD
Egor Afanasyev,NSH,20.0,2001-01-23,C,Left,45 - Round 2 - 2019 (NSH),False,2019-10-19,18.0,,3.0,RFA,2024.0,789167.0,1.0,896667.0,842500.0,750000.0,92500.0,8481585.0,Entry-Level,NSJ,NSJ
Mikhail Abramov,TOR,20.0,2001-03-26,C,Left,115 - Round 4 - 2019 (TOR),False,2020-03-10,19.0,,3.0,RFA,2024.0,809444.0,1.0,809444.0,825000.0,750000.0,75000.0,8481589.0,Entry-Level,TOR,TOR
Samuel Poulin,PIT,20.0,2001-02-25,"C, LW",Left,21 - Round 1 - 2019 (PIT),False,2019-09-22,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481591.0,Entry-Level,PIT,PIT
Jakob Pelletier,CGY,20.0,2001-03-07,LW,Left,26 - Round 1 - 2019 (CGY),False,2019-09-23,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481592.0,Entry-Level,CGY,CGY
Nathan Légaré,PIT,20.0,2001-01-11,RW,Right,74 - Round 3 - 2019 (PIT),False,2019-09-20,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481594.0,Entry-Level,PIT,PIT
Alex Beaucage,COL,19.0,2001-07-25,RW,Right,78 - Round 3 - 2019 (COL),False,2021-05-26,19.0,,3.0,RFA,2024.0,878333.0,1.1,925000.0,842500.0,750000.0,92500.0,8481595.0,Entry-Level,COL,COL
Shane Pinto,OTT,20.0,2000-11-12,C,Right,32 - Round 2 - 2019 (OTT),False,2021-04-01,19.0,,3.0,RFA,2023.0,925000.0,1.1,1325000.0,925000.0,832500.0,92500.0,8481596.0,Entry-Level,OTT,OTT
Hugo Alnefelt,TBL,20.0,2001-06-04,G,Left,71 - Round 3 - 2019 (TBL),False,2021-05-01,20.0,,3.0,RFA,2024.0,850833.0,1.0,925000.0,842500.0,750000.0,92500.0,8481597.0,Entry-Level,TBL,TBL
Philip Broberg,EDM,20.0,2001-06-25,LD,Left,8 - Round 1 - 2019 (EDM),False,2019-07-04,18.0,,3.0,RFA,2024.0,863333.0,1.1,1713333.0,925000.0,832500.0,92500.0,8481598.0,Entry-Level,EDM,EDM
Victor Söderström,ARI,20.0,2001-02-26,RD,Right,11 - Round 1 - 2019 (ARI),False,2019-07-07,18.0,,3.0,RFA,2024.0,863333.0,1.1,1523333.0,925000.0,832500.0,92500.0,8481599.0,Entry-Level,ARI,ARI
Tobias Björnfot,LAK,20.0,2001-04-06,LD,Left,22 - Round 1 - 2019 (LAK),False,2019-07-14,18.0,,3.0,RFA,2023.0,894167.0,1.1,1052500.0,925000.0,832500.0,92500.0,8481600.0,Entry-Level,LAK,LAK
Simon Holmström,NYI,20.0,2001-05-24,RW,Left,23 - Round 1 - 2019 (NYI),False,2019-07-15,18.0,,3.0,RFA,2024.0,863333.0,1.1,863333.0,925000.0,832500.0,92500.0,8481601.0,Entry-Level,NYI,NYI
Pavel Dorofeyev,VGK,20.0,2000-10-26,C,Left,79 - Round 3 - 2019 (VGK),False,2021-01-25,19.0,,3.0,RFA,2023.0,925000.0,1.1,925000.0,925000.0,832500.0,92500.0,8481604.0,Entry-Level,VGK,VGK
Jordan Spence,LAK,20.0,2001-02-24,RD,Right,95 - Round 4 - 2019 (LAK),False,2020-06-03,19.0,,3.0,RFA,2024.0,820000.0,1.0,919167.0,842500.0,750000.0,92500.0,8481606.0,Entry-Level,LAK,LAK
Albert Johansson,DET,20.0,2001-01-04,LD,Left,60 - Round 2 - 2019 (DET),False,2020-06-05,19.0,,3.0,RFA,2024.0,820000.0,1.0,919167.0,842500.0,750000.0,92500.0,8481607.0,Entry-Level,DET,DET
Vladislav Kolyachonok,ARI,20.0,2001-05-26,LD/RD,Left,52 - Round 2 - 2019 (FLA),False,2019-09-13,18.0,,3.0,RFA,2024.0,789167.0,1.0,905000.0,842500.0,750000.0,92500.0,8481609.0,Entry-Level,ARI,ARI
Pyotr Kochetkov,CAR,22.0,1999-06-25,G,Left,36 - Round 2 - 2019 (CAR),False,2021-04-30,22.0,,2.0,RFA,2023.0,842500.0,1.0,925000.0,842500.0,750000.0,92500.0,8481611.0,Entry-Level,CAR,CAR
Layton Ahac,VGK,20.0,2001-02-22,LD,Left,86 - Round 3 - 2019 (VGK),False,2021-03-30,20.0,,3.0,RFA,2024.0,897500.0,1.1,925000.0,842500.0,750000.0,92500.0,8481613.0,Entry-Level,VGK,VGK
Michal Teplý,CHI,20.0,2001-05-27,LW,Right,105 - Round 4 - 2019 (CHI),False,2020-04-10,19.0,,3.0,RFA,2024.0,820000.0,1.0,919167.0,842500.0,750000.0,92500.0,8481616.0,Entry-Level,CHI,CHI
Vasily Podkolzin,VAN,20.0,2001-06-24,"LW, RW",Left,10 - Round 1 - 2019 (VAN),False,2021-05-30,20.0,,3.0,RFA,2024.0,925000.0,1.1,1775000.0,925000.0,832500.0,92500.0,8481617.0,Entry-Level,VAN,VAN
Alex Newhook,COL,20.0,2001-01-28,"C, LW",Left,16 - Round 1 - 2019 (COL),False,2021-03-31,19.0,,3.0,RFA,2023.0,908333.0,1.1,1491667.0,925000.0,832500.0,92500.0,8481618.0,Entry-Level,COL,COL
Ilya Mikheyev,VAN,26.0,1994-10-10,"LW, RW",Left,-,False,2020-10-20,25.0,,2.0,UFA,2022.0,1645000.0,2.0,1645000.0,2190000.0,2190000.0,0.0,8481624.0,Standard,TOR,TOR
Arttu Ruotsalainen,BUF,23.0,1997-10-29,"C, LW",Left,-,False,2019-05-08,21.0,,3.0,RFA,2022.0,925000.0,1.2,925000.0,925000.0,832500.0,92500.0,8481626.0,Entry-Level,BUF,BUF
Alexander Chmelevski,SJS,22.0,1999-06-09,C,Right,185 - Round 6 - 2017 (SJS),False,2018-04-03,19.0,,3.0,RFA,2022.0,778333.0,1.0,927500.0,750000.0,750000.0,0.0,8481630.0,Entry-Level,SJS,SJS
Joel Kiviranta,DAL,25.0,1996-03-23,"LW, RW",Left,-,False,2021-07-31,25.0,,2.0,UFA,2023.0,1050000.0,1.3,1050000.0,900000.0,900000.0,0.0,8481641.0,Standard,DAL,DAL
Joona Luoto,CBJ,23.0,1997-09-26,"LW, RW",Left,-,False,2019-06-15,21.0,,3.0,RFA,2022.0,741667.0,0.9,758333.0,750000.0,750000.0,0.0,8481649.0,,CBJ,CBJ
Gianni Fairbrother,MTL,20.0,2000-09-30,LD/RD,Left,77 - Round 3 - 2019 (MTL),False,2021-03-01,20.0,,3.0,RFA,2024.0,848333.0,1.0,903333.0,842500.0,750000.0,92500.0,8481654.0,Entry-Level,MTL,MTL
Cole Schwindt,CGY,20.0,2001-04-25,"RW, C",Right,81 - Round 3 - 2019 (FLA),False,2020-04-08,19.0,,3.0,RFA,2024.0,855833.0,1.1,910833.0,842500.0,750000.0,92500.0,8481655.0,Entry-Level,FLA,FLA
Aliaksei Protas,WSH,20.0,2001-01-06,"LW, RW",Left,91 - Round 3 - 2019 (WSH),False,2019-07-10,18.0,,3.0,RFA,2024.0,789167.0,1.0,888333.0,842500.0,750000.0,92500.0,8481656.0,Entry-Level,WSH,WSH
Viktor Lodin,OTT,22.0,1999-06-02,"C, LW",Left,94 - Round 4 - 2019 (OTT),False,2021-06-01,22.0,,2.0,RFA,2023.0,830000.0,1.0,830000.0,830000.0,750000.0,80000.0,8481657.0,Entry-Level,OTT,OTT
Mason Millman,PHI,19.0,2001-07-18,LD,Left,103 - Round 4 - 2019 (PHI),False,2020-12-18,18.0,,3.0,RFA,2024.0,818333.0,1.0,870000.0,840000.0,750000.0,90000.0,8481658.0,Entry-Level,PHI,PHI
Mason Primeau,VGK,19.0,2001-07-28,C,Left,141 - Round 5 - 2019 (VGK),False,2021-05-31,19.0,,3.0,RFA,2024.0,825000.0,1.0,825000.0,820000.0,750000.0,70000.0,8481664.0,Entry-Level,VGK,VGK
Reece Newkirk,NYI,20.0,2001-02-20,C,Left,147 - Round 5 - 2019 (NYI),False,2021-05-13,20.0,,3.0,RFA,2024.0,828333.0,1.0,828333.0,820000.0,750000.0,70000.0,8481666.0,Entry-Level,NYI,NYI
Keean Washkurak,STL,19.0,2001-08-16,C,Left,155 - Round 5 - 2019 (STL),False,2021-06-01,19.0,,3.0,RFA,2024.0,862500.0,1.1,875000.0,835000.0,750000.0,85000.0,8481667.0,Entry-Level,STL,STL
Arturs Silovs,VAN,20.0,2001-03-22,G,Left,156 - Round 6 - 2019 (VAN),False,2019-08-23,18.0,,3.0,RFA,2024.0,786111.0,1.0,796111.0,830000.0,750000.0,80000.0,8481668.0,Entry-Level,VAN,VAN
Timur Ibragimov,SJS,20.0,2000-10-12,LW,Left,164 - Round 6 - 2019 (SJS),False,2020-05-11,19.0,,3.0,RFA,2023.0,813333.0,1.0,820000.0,830000.0,750000.0,80000.0,8481669.0,Entry-Level,SJS,SJS
Arsen Khisamutdinov,-,23.0,1998-02-26,C,Left,170 - Round 6 - 2019 (MTL),False,2020-05-01,22.0,,2.0,RFA,2022.0,795000.0,1.0,795000.0,820000.0,750000.0,70000.0,8481672.0,Entry-Level,MTL,MTL
